AA,BB,CC,DD,EE,FF,GG,HH,II,JJ,KK,LL,MM,NN,OO,PP,QQ
1,1,-3.581320029,0.314936876,4.480144377,0.666908289,0.0517971,0,2.888224268,-1.532832681,15.20251216,0.556388426,0.449124898,2.994585457,0.00023895,0.309448363,0.690066619
1,1,-10.13656313,-2.180479698,5.02959265,-0.372453165,0.158061835,0,3.075231247,0.01729357,-0.388304741,0.421783759,0.42944559,3.104724976,0.305523564,0.158260453,0.536060234
1,1,-10.38599848,1.116519523,4.870721393,-0.0378271,0.179322238,0.11363495,2.514440612,-0.971100093,24.20587762,0.515082543,0.452845786,2.259973608,0.52140258,0.210316048,0.268270645
0,0,-10.36674185,2.617932191,5.247396546,1.094560511,0,0.181689724,3.387409056,0.69007789,-26.28195455,0.623234851,0.434760462,1.408862547,0.061170836,0.049019769,0.88974377
1,1,-4.204728918,-0.871750324,4.998653279,-1.527625511,0.267484807,0,2.729577029,-2.877516398,-10.62959876,0.467797413,0.538769728,4.917499818,0.423424413,0.116831705,0.459821867
1,1,-10.11144551,0.648614952,4.619918559,-1.855444846,0.037614376,0,1.702183296,-2.053959663,-9.153325676,0.604439699,0.539095575,3.649912256,0.605352382,0.03653513,0.357982325
1,1,-9.866402458,-9.632657279,5.324825789,-2.397430718,0,0.096342867,2.020912468,-9.83063101,-11.08740765,0.543293279,0.623511148,4.681796057,0.642665796,0.098027565,0.25934897
1,1,-10.34225232,1.045989233,4.949365961,-2.279203208,0.05791248,0,4.114788449,-1.072763774,-23.73088635,0.518799344,0.528507525,4.002772319,0.764278806,0.040279375,0.195433926
0,0,-10.40494409,2.849527729,5.262855852,-0.695086373,0.282605616,0,2.729397603,0.536523658,-30.61589352,0.550292544,0.452176295,1.659462499,0.013354195,0.068376757,0.917924212
1,1,-11.39577911,-0.21654331,5.22440994,-3.0239472,0,0.056599462,0.500251816,-0.726388572,9.961373196,0.580015892,0.623380563,2.918590235,0.954277405,0.009517193,0.036169664
1,1,-10.88140271,-9.735439277,4.699019115,-0.280135772,0,0,2.46034319,-1.685363602,-1.176736971,0.529439872,0.510979099,1.851618805,0.757716054,0.077397123,0.164822228
0,0,-1.741676055,3.552662625,5.660669725,-2.045895701,0.31371106,0,3.164808403,-0.000517203,-55.73514821,0.407058695,0.489210386,1.990996293,9.20E-05,0.061529795,0.93833948
1,1,-2.857899856,-1.347193185,5.119634888,-1.734196301,0,0.039870084,3.214425358,-1.137599507,14.80945543,0.402478593,0.523778513,2.639970673,0.367709725,0.055965062,0.576270383
0,0,-9.649385838,3.333418423,5.14707877,0.804007324,0.324359616,0.074679676,3.16147424,1.754057399,-36.5150405,0.517131812,0.406979438,-0.244535819,0.000269027,0.037252613,0.962402135
1,1,-10.28036003,-9.953666445,3.646763929,-1.472679838,0.251612941,0,4.202977547,-10.56143587,4.811884762,0.433293858,0.173767937,-2.43894967,0.213632258,0.111633452,0.674725565
1,1,-10.02160071,-10.06651952,4.369772367,-0.509006553,0,0,3.086449757,-0.754591454,12.40796993,0.316626846,0.415411545,3.320249048,0.348175264,0.135356231,0.516446387
1,1,-2.403748862,1.318085701,5.400665451,-0.678288764,0,0.00429209,3.331304311,-2.075173365,-15.26447031,0.514151204,0.638300693,4.985429075,0.497609679,0.053805929,0.448620913
1,1,-9.970348063,-9.922907672,4.014573347,-2.50774089,0.014713503,0,3.407768298,-1.293266755,7.343146958,0.402215581,0.227457219,1.840001084,0.000284985,0.196252124,0.803429916
1,1,-10.15826979,-9.583616523,5.102164822,0.121301468,0.277558061,0,3.02256192,0.560618082,11.1835387,0.47471562,0.671086516,4.692375971,0.461212963,0.248846912,0.289900559
1,1,-11.24572149,-10.58571762,4.700633424,0.431014377,0,0,3.279587493,-0.890796015,-3.70423808,0.374917076,0.371455581,3.663353676,0.269808213,0.377300979,0.352838806
1,1,-10.36398527,-3.3480713,4.257060505,0.436726686,0.096046281,0,3.873756142,-0.481949421,2.012978071,0.547439511,0.431977934,3.363153951,0.179868135,0.205713218,0.614500291
1,1,-11.35581488,-5.22110308,4.761570097,0.311389628,0.205195877,0,3.295907757,-1.359977849,16.89825091,0.40318769,0.526393942,3.781762417,0.465116917,0.136580757,0.39838411
1,1,-10.07020878,-9.494698444,5.150361955,-4.817996039,0.156611813,0,2.735096097,0.4670224,-28.89665792,0.526266506,0.355465452,0.664235823,0.537017073,0.134969441,0.327911429
1,1,-9.293090553,-9.684548733,3.44396025,-8.675562303,0.081414209,0,3.340269031,-10.12544131,-7.607411,0.41109182,0.247894715,1.482148526,0.477851414,0.034485802,0.487699044
1,1,-0.071859618,-3.08579537,4.814853071,2.843910696,0,0.296614382,3.660504135,1.51535752,5.174833361,0.503863738,0.619246599,3.700456464,0.319427381,0.201301713,0.479266503
1,1,-2.827785632,-9.859237465,5.148482804,-0.927455086,0,0.104523835,3.263328593,-0.789570093,5.45889756,0.599881197,0.601586876,4.201703107,0.399406558,0.140429906,0.460207049
1,1,-3.660133505,-10.98523077,4.684420899,0.256300203,0,0.042910641,4.427834371,-1.115595361,28.42438294,0.494306249,0.390944458,2.345405897,0.498465314,0.133577518,0.367970343
1,1,-11.0239926,-10.05870206,5.049603796,-1.453287398,0.025024805,0,2.839966263,-1.567638006,4.79652098,0.492954895,0.531787126,4.744397048,0.221206077,0.213642995,0.565222859
1,1,-10.38602584,2.093877977,5.278000421,0.545436023,0,0,2.852230398,-3.321939087,4.959256233,0.507701489,0.674214841,5.33635106,0.041090457,0.414476911,0.544445431
1,1,-7.195129655,-3.708331852,4.652301695,0.996999777,0.619735183,0,3.505303276,-0.631853186,-0.050398566,0.549057248,0.534630927,3.831557334,0.370755256,0.155574552,0.473864855
1,1,-10.58294471,-2.884600772,5.477111558,-0.110951794,0,0.025504833,3.037345531,-0.341507208,-27.39602631,0.5155613,0.661440698,5.636368514,0.462432838,0.214750562,0.322776233
1,1,-10.02019896,-0.911213711,5.223656297,-0.281834523,0.606900396,0,3.455758897,-9.656619541,5.342320157,0.598423334,0.702196403,5.43090122,0.595498043,0.115584631,0.288902244
1,1,-6.189696587,-2.48689242,4.906315674,-1.145371065,0.07063749,0,2.199586184,-1.508659529,26.27976595,0.494702142,0.485260464,3.444825523,0.401637465,0.085085709,0.513513346
1,1,-0.450095342,-9.706500736,4.618930161,-1.516106894,0,0.294844385,1.39573722,0.213969048,34.48815923,0.472104453,0.464681478,3.113317822,0.385638906,0.280432607,0.333847663
1,1,-9.858988717,-0.728189594,4.191608099,2.611309523,4.544633253,0,4.4576545,1.883349778,13.21538854,0.499771241,0.514434838,4.744104129,0.263998182,0.555204385,0.180817965
1,1,-9.947384561,-10.08373905,4.790024143,-1.137497817,0,0.079652743,3.810439574,-2.127220045,12.72230115,0.476093298,0.564466126,2.538352907,0.595364917,0.099641931,0.304908195
1,1,-9.676954536,-3.270486619,5.019638718,0.207632116,0,0,4.302752783,-2.222486373,2.139802861,0.478681065,0.390916682,2.041981125,0.045821615,0.000310256,0.953962009
1,1,-9.939349689,-3.072773144,3.398768439,2.076194586,0.208573434,0,3.86481309,0.883900932,22.09030748,0.565744856,0.309051858,2.7187047,0.444906851,0.249010359,0.30601837
1,1,-3.83669004,0.086606825,4.192380309,-0.754085272,0.828307961,0,3.38737445,-3.776093095,-14.1356131,0.474860824,0.289059763,0.751312362,0.35369153,0.122935359,0.52346318
1,1,-1.957178893,-9.493622499,5.27462882,-9.111141819,0.058650459,0.016937388,2.585154103,-0.099207494,12.87162294,0.633877129,0.612112392,3.991716007,0.619734605,0.140326121,0.239913287
1,1,-10.01304371,-10.07349671,5.377190272,-5.032362681,0,0.246603653,2.219242988,-2.705974715,23.39063965,0.422593812,0.491835651,3.37197813,0.619641757,0.018798502,0.361423834
1,1,-3.324536786,-10.08994754,5.363233722,-2.588871538,0,0.051967204,3.207977736,-1.311248661,6.331791655,0.39752003,0.637453784,4.833386097,0.599389177,0.062708588,0.3378172
1,1,-9.316069931,-1.74049204,4.532791137,0.426748038,1.027167791,0,3.609335985,-0.414116739,21.10870099,0.615542962,0.446025141,1.936363557,0.521707246,0.347232001,0.130957716
1,1,-3.90972734,-10.15456112,4.761566995,-0.41937441,0.137344832,0,3.283518953,-2.981842276,-19.49478593,0.314417943,0.442277666,3.324536205,0.169750951,0.195276504,0.635141386
1,1,-5.28595974,-1.31160582,4.389702036,-2.650152688,0.213671937,0,4.508107426,-9.323052803,24.20448014,0.433580996,0.574034228,4.368801343,0.486851434,0.168327537,0.344833344
1,1,-10.43817453,-9.846164988,4.884592249,-0.654165287,0,0,3.442517149,-2.622506949,11.1832218,0.444636282,0.519590066,4.101431838,0.433026182,0.233966687,0.332941956
1,1,-9.830966434,-2.175297388,2.862547913,2.74541198,0.08575714,0,5.083838602,0.095167636,28.09039658,0.421198357,0.39581355,2.578426658,0.628637069,0.20210478,0.169316695
1,1,-3.0525574,-9.914427457,5.046463273,-1.053368835,0.071543176,0,3.461061013,-1.302501952,-7.888520315,0.459045945,0.62468549,3.870898811,0.453354311,0.101780686,0.444885338
1,1,-9.932762733,-2.726611317,5.082768664,-0.543857845,0.16388431,0,1.56657005,1.102918825,-0.859366564,0.471862965,0.604694698,3.876917429,0.478903835,0.156320309,0.364895009
1,1,-10.55565611,-2.558195094,4.61652753,1.050357442,0,0.944172114,3.933009367,0.06466878,21.47196715,0.442702224,0.585616761,4.065668376,0.548319495,0.241235595,0.210476451
1,1,-2.847901946,-9.840323329,4.739966621,-1.550652464,0.823516731,0,3.959632451,-1.000710867,-2.180695162,0.520122769,0.47790479,3.438348849,0.62488709,0.116593879,0.258520468
1,1,-9.909081531,-4.686209763,4.645470759,-0.383798552,0.002124059,0,3.172477825,-5.165085907,-6.853127834,0.498717889,0.526493508,4.112592745,0.696159418,0.076847531,0.227083074
1,1,-9.920455916,0.591114195,4.896900096,2.855918669,0,2.543042829,3.736964537,0.662889636,5.296144478,0.543966103,0.679763703,4.98405449,0.375043765,0.19110417,0.43385109
1,1,-10.30332238,-3.519937186,4.685326203,-0.079163291,0,0,3.400538062,0.180672242,2.35300586,0.434899993,0.455787088,2.453407907,0.384686025,0.126043051,0.489457335
1,1,-4.413212792,-9.338529938,4.600533921,-2.144244756,0,0,3.404529292,-2.330885572,19.82670428,0.510654624,0.444119578,3.477184578,0.40040049,0.164246263,0.435470507
1,1,-10.18051504,-2.058821295,5.278513202,-1.042942894,0,0.275464289,2.836854115,-0.118145082,-14.13447513,0.449161302,0.540415239,5.182954526,0.768785293,0.034132433,0.197512325
1,1,-9.625503684,-4.933578982,4.590956148,0.404817432,0,0,3.00703557,-1.206754933,26.70847697,0.511862645,0.539999064,3.113107768,0.457381438,0.220336352,0.322185511
1,1,-9.39257927,0.393056807,5.167143452,-3.018517287,0,0.028183739,3.210592377,-0.116422903,0.152485605,0.48235275,0.673556984,4.435444134,0.550116436,0.136715591,0.313142729
1,1,-10.14852538,2.031469604,5.16838433,0.074871281,0.21945178,0,3.100884268,-0.328927887,-7.325952089,0.582636912,0.662273804,4.35066472,0.329794028,0.382384735,0.287780312
1,1,-5.188948737,-7.322061123,4.972271177,-1.221206227,0.025202622,0.047821258,2.830066294,-1.608528614,-6.680415139,0.454898164,0.517049559,4.721019601,0.079666638,0.251337425,0.669052129
1,1,-6.68938416,0.205236163,5.100191095,-1.294636758,0,0,3.816946233,-1.443260653,-11.88822057,0.554702166,0.667520566,4.077436851,0.563642406,0.085453909,0.350897485
1,1,-5.83418519,-9.349573796,5.150198195,-0.998158743,0,0,2.702112293,-2.497471741,-4.411991076,0.436731804,0.431141484,2.743783229,0.421626857,0.21915747,0.359339003
1,1,-1.951493525,-9.531292534,4.419628227,0.54755726,0.670309018,0,4.047860396,-0.527742042,20.9891971,0.506086471,0.553025376,3.821131617,0.243352601,0.194360344,0.562273874
1,1,-10.57200353,-9.893592549,3.635829673,1.261475886,0,0,4.045791388,-0.850295735,12.0221399,0.443687175,0.379519165,3.400791422,0.179463511,0.250169238,0.57037676
1,1,-9.647451916,-10.10686042,4.82298829,0.74888455,0.599111793,0,2.896816531,-3.734071397,8.304145045,0.500118973,0.435273917,4.437521684,0.186367031,0.422787114,0.390848601
1,1,-10.21442037,-2.813149138,4.997585677,-4.498626031,0,0,4.359292646,-5.619132576,-15.04286577,0.476966119,0.65429851,4.669684323,0.599250414,0.206878951,0.193916959
1,1,-3.059485974,-10.84268292,4.798758649,-2.558395342,0.115231056,0.001603795,3.72226032,-3.347212818,-1.387196515,0.409092312,0.538215445,4.51887475,0.240556127,0.131394475,0.628192111
1,1,-10.38713251,-9.380232822,5.116539238,-7.581567398,0,0.086748831,2.121159879,-0.462706985,9.780081793,0.437050151,0.509679124,5.257492962,0.000407676,0.161545798,0.838129482
1,1,-7.525753847,-0.664107726,4.894786182,0.461115597,0,0,3.748451882,0.148504088,6.831041168,0.533651711,0.509842614,3.47881333,0.05444312,0.182434621,0.763236585
1,1,-10.12615188,-1.211860898,4.398242919,1.568112681,0.569008806,0,4.35954054,0.824706638,6.035429257,0.541315924,0.523577616,3.787932296,0.147748623,0.410448825,0.441719232
1,1,-11.22138518,-7.005844503,3.905999008,1.527599712,0.950086485,0,4.535160278,-3.017324676,-24.49271889,0.39596464,0.41189857,2.336436219,0.097938164,0.312537058,0.589441749
1,1,-9.70618271,-10.27101016,4.816904774,1.26986213,0,0,3.694845721,-1.074253943,-9.720116428,0.416837015,0.496934308,5.063103471,0.000133153,0.28319042,0.716497786
1,1,-10.26055274,0.432002604,4.95038065,-0.339301803,0.190975475,0,2.263909098,-1.305631034,6.319632782,0.527173374,0.479216767,3.915670569,0.280799628,0.233735104,0.485610878
1,1,-10.04501267,-10.37048367,4.82808602,0.040645977,0,0,3.395212115,-6.647515943,-0.416652872,0.42973279,0.598318399,4.29013086,0.673106967,0.194631714,0.132255713
1,1,-9.169910995,-2.331302095,4.728544184,-2.157851978,0.058915589,0,2.228085693,-0.169342194,15.29773407,0.381872489,0.429554761,3.254831721,0.484173631,0.019937208,0.495850826
1,1,-9.855849958,0.695868011,5.887017032,-1.488360624,0.418849789,0,3.603492951,-5.417368092,-30.45692781,0.473734964,0.754382683,6.023438178,0.204733885,0.196902082,0.598592049
1,1,-10.53033864,-3.075333025,5.454424739,-3.33016701,0.211298177,0,2.92799846,-0.842112279,3.904299945,0.527397489,0.67459018,4.325567529,0.529283942,0.116478307,0.354117046
1,1,-9.929175343,-0.469816451,4.451063766,0.659067428,0.21813994,0,3.124269484,-1.688467768,7.920426094,0.584712611,0.379233203,1.65468564,0.264025725,0.20268949,0.533487996
1,1,-10.59974681,-5.464238484,4.146507802,-0.96581389,0.170124804,0,2.086171603,0.042629623,43.38277318,0.51870357,0.292599102,-0.037293856,0.512299828,0.113869001,0.373819875
1,1,-10.51108101,-9.86628735,4.213902026,-0.351332313,0.05166075,0,3.436947664,-0.637650257,11.34489538,0.401254034,0.343297232,1.752856078,0.462729839,0.103307286,0.433955345
1,1,-4.354038134,-9.721205035,4.845372221,0.586581253,0.247258893,0,3.629081985,-0.915703374,0.359616319,0.539980082,0.541230751,2.695081814,0.294490573,0.366043601,0.339476657
1,1,-10.37694431,-10.22236328,4.414815568,-1.420853783,0.091756893,0,2.736884737,-1.908988702,23.95192824,0.544571247,0.345290561,0.260719164,0.466870571,0.151405584,0.381711834
1,1,-9.823957968,-3.787349122,5.514822837,-3.073049685,0,0.29833907,3.496732682,-4.651735697,-26.68945514,0.502869581,0.676757957,4.727148654,0.904968416,0.013989565,0.081026257
1,1,-4.184857471,-3.362152641,5.402413055,1.043156213,0.101973004,0.070922108,3.432787355,-0.480884404,-4.550200202,0.45772767,0.672498326,4.749578633,0.54301032,0.170921395,0.286004676
1,1,-9.453127175,-0.713012751,4.886534897,-0.146593702,0,0.227640356,2.85448272,-0.829984145,29.0916294,0.414720598,0.498894706,1.877916821,0.651001547,0.2405884,0.108452476
1,1,-10.08203704,-8.971109725,4.974561429,0.050577985,0.048298291,0,2.968079515,0.237019772,-10.63336849,0.511701525,0.450247654,2.889365194,0.592428268,0.168131893,0.239469137
1,1,-10.1809094,1.070647231,4.56556146,-8.02323258,0,0.150182578,3.413415273,-1.481300711,-28.85539874,0.459030903,0.333700999,0.393796066,0.695237671,0.087203888,0.21747894
1,1,-4.20573099,1.615440496,5.247532764,-2.126947081,0.269930657,0,2.483506511,0.323508545,-14.72541258,0.456944665,0.562592677,4.08464309,0.000330418,0.111717029,0.888093958
1,1,-9.907520801,1.968335346,5.339918541,0.299639852,0.45927736,0,3.934295975,-9.692767489,-17.08039288,0.524174897,0.556867401,2.527708978,0.353197962,0.302939369,0.343856422
1,1,-10.6792627,-9.742887493,4.986451371,-5.332724842,0.096660677,0,2.471860639,-1.851629451,-8.991822345,0.535402759,0.642922394,4.076471362,0.632136691,0.081727892,0.286113711
1,1,-10.00046088,1.012316067,4.88351961,-0.277916409,0.013675246,0.014554996,1.851217785,0.271729897,14.74491976,0.528065287,0.614004696,2.612500513,0.609607426,0.219422289,0.171146985
1,1,-10.04809375,-5.772605086,5.082316338,-1.032178884,0.025736314,0,2.684402249,-1.663610695,44.92127481,0.476681964,0.577031513,3.871572367,0.559386159,0.179282114,0.261424848
1,1,-9.556008589,0.067641719,5.100459112,-2.32471174,0,0.040576647,2.620108226,-1.002816073,-0.950749059,0.504807724,0.590362796,3.754553632,0.614902517,0.072460416,0.312711327
1,1,-4.683075166,-6.433893723,4.292403909,-0.299543713,0,1.037228768,2.65182319,-0.419013298,23.15093562,0.495516184,0.470524123,1.890688915,0.605021083,0.132733003,0.262233062
1,1,-10.10130188,2.590448497,5.175928162,-0.49473037,0.07058034,0,2.420802981,-1.407089482,-5.29693871,0.4049664,0.595049705,4.408257118,0.152175565,0.223232586,0.62463555
1,1,-2.749156774,-5.104045947,5.261417443,-2.291828774,0,0,1.439450954,-5.492889305,-9.666243617,0.596432162,0.619173307,4.061992098,0.810568474,0.02130113,0.168216621
1,1,-2.759632708,-2.625125228,5.224877001,-4.708980069,0,0.09704883,2.768212381,-0.979086759,-19.43473199,0.485435129,0.576739289,3.737050438,0.333930535,0.128887609,0.536978301
1,1,-7.811466274,-10.21501154,5.136503636,-1.775929166,0,0.011149208,2.92125904,-1.267091929,19.99884211,0.43118778,0.504695889,3.433990909,0.645082938,0.112002956,0.242943252
1,1,-10.05568769,0.532705085,4.922651041,3.269985149,0.947547001,0,3.259829526,0.868046807,-9.668299583,0.426283704,0.62901629,3.799817511,0.380475409,0.323715008,0.295798458
1,1,-10.29802349,2.855126303,4.677332598,0.453057878,0.01429652,0,2.308657865,0.146979638,1.224554633,0.460200031,0.467824319,2.719858363,0.265364636,0.409087606,0.325408529
1,1,-9.9717893,-10.3366165,4.510243763,0.872524603,0.45909023,0.679359014,3.365148336,-0.225249216,40.27785532,0.493461463,0.483940374,2.077066172,0.555357739,0.211969886,0.232700784
1,1,-10.76737751,-0.140462559,4.424507831,0.426610234,0,0,3.987943456,1.092966766,5.588879677,0.570370422,0.559799964,3.656533799,0.239598857,0.44338466,0.317179167
1,1,-11.70740046,-0.067594363,5.351398822,-1.70511962,0.05794648,0,2.606872188,-1.123359603,-10.610721,0.560148693,0.575796434,3.61398769,0.810238423,0.052003424,0.137779385
1,1,-10.79966234,-10.10217082,4.776940452,-1.330171559,0,0,3.031970163,-1.015767965,9.178908389,0.367407146,0.418411202,3.087551884,0.482196135,0.115898154,0.401930577
1,1,-10.44754708,0.361927801,4.657969301,0.142612858,0.668229894,0,3.471664045,-1.446702176,-10.22665523,0.499646404,0.431392343,2.474647388,0.611273935,0.28507327,0.103727748
1,1,-10.39764311,0.877654321,5.28563205,0.09734591,1.55908394,2.744950836,5.455737271,-9.144478328,-30.74994597,0.467221278,0.647902638,4.8934059,0.0254319,0.151449314,0.823260926
1,1,-10.23676834,-2.414425109,4.98548008,0.648059663,0,0.722081344,3.709122658,-0.412712654,11.66027288,0.584616174,0.493168514,2.065536989,0.315399775,0.381030091,0.303688654
1,1,-9.543601795,-10.00901992,3.328619262,-1.42648631,0.18846129,0,3.229658653,-6.440734777,5.631408618,0.32394279,0.333890698,1.137835788,0.355595489,0.133494868,0.510808651
1,1,-9.884282789,0.332269996,5.712920248,0.259286457,0.162975922,0,2.871829173,0.405129258,-12.7266459,0.46444587,0.665796592,6.161741243,0.544413515,0.053262537,0.402506118
1,1,-11.85225648,-10.59512521,3.930164977,1.754238996,0.108779953,0.635010181,3.797212272,-9.90722624,-3.963424013,0.517439058,0.377010366,2.423242664,0.325446854,0.436086363,0.238704967
1,1,-10.48974722,-3.966146195,3.948751411,0.076844669,0,0,3.669491361,-1.533637809,7.418311321,0.515117863,0.326061965,1.483617024,0.273525519,0.333074739,0.393622607
1,1,-9.89074596,-0.540103864,5.354594566,1.914211405,0,0,4.117548811,-0.211322716,9.398701472,0.587910094,0.706026565,5.625114499,0.049544773,0.443432151,0.507079997
1,1,-10.53172861,2.373318536,4.994083119,0.992978265,0.736307794,0,2.388140307,0.418846811,0.354586827,0.494462351,0.550345799,2.558791811,0.636770308,0.117207647,0.246022013
1,1,-9.807334634,-0.814161571,5.402792284,-1.110764405,0,0.079191577,3.103384697,-0.646730767,9.095611361,0.465271577,0.710388745,4.18661915,0.680131863,0.120464705,0.199332903
1,1,-10.00416159,-9.952407012,4.061210459,-0.607771405,0,0.153214949,2.549784797,0.928735524,29.59353742,0.524833771,0.390510417,2.791791872,0.745296699,0.057163019,0.197405
